정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
상야동,41437,1176,1534,1176,1534,0,90.33
상용리마을회관,90038,0,28,0,28,0,0.93
상용리마을회관,90039,39,1,39,1,0,1.33
상용진료소앞,90004,5,68,5,68,0,2.43
상용진료소앞,90005,50,7,50,7,0,1.9
상인천중학교,39537,213,110,213,110,0,10.77
상인천초등학교,39340,912,478,912,478,0,46.33
상인천초등학교,39345,576,1154,576,1154,0,57.67
상정고,40069,10830,2378,10830,2378,0,440.27
상정고,40070,2255,14049,2255,14049,0,543.47
상정중학교,40059,5462,9230,5462,9230,0,489.73
상주(상리),90331,15,8,15,8,0,0.77
상주민지원센터.삼광교회,55029,1211,4200,1211,4200,0,180.37
상주민지원센터.삼광교회,55031,6054,552,6054,552,0,220.2
상촌,43152,55,18,54,18,1,2.43
상촌,43347,28,46,28,46,0,2.47
새꾸지마을,90133,45,33,35,33,10,2.6
새꾸지마을,90134,28,27,27,27,1,1.83
새너머입구,90495,0,8,0,8,0,0.27
새너머입구,90496,10,0,10,0,0,0.33
새마을,43471,2,7,2,7,0,0.3
새마을,43702,10,1,10,1,0,0.37
새마을금고,36053,2600,916,2600,916,0,117.2
새마을금고,36189,455,1858,455,1858,0,77.1
새마을금고,40126,2368,256,2368,256,0,87.47
새마을금고,40746,62,1023,62,1023,0,36.17
새말사거리,41009,8355,3158,8355,3158,0,383.77
새말사거리,41010,171,5040,171,5040,0,173.7
새말사거리,41012,3250,4994,3250,4994,0,274.8
새말사거리,41013,5805,3804,5805,3804,0,320.3
새말사거리,41638,1196,2859,1196,2859,0,135.17
새봄초등학교,38679,3410,3934,3410,3934,0,244.8
새봄초등학교·송도파크레인(후문),38678,5074,2044,5074,2044,0,237.27
새사미아파트,41582,464,388,464,388,0,28.4
새안의원,37255,11176,14636,11176,14636,0,860.4
새안의원,37256,19660,10034,19660,10034,0,989.8
새터마을,35033,20,379,20,379,0,13.3
새터마을,35362,293,43,293,43,0,11.2
새한아파트,37046,5124,2285,5124,2285,0,246.97
색동원앞,43161,5,8,5,8,0,0.43
색동원앞,43215,4,5,4,5,0,0.3
샘골,90406,0,18,0,18,0,0.6
샘골,90407,20,2,20,2,0,0.73
샘내들교,89518,189,324,189,324,0,17.1
샘내들교,89519,515,1129,515,1129,0,54.8
샘말,43444,11,13,11,13,0,0.8
샘말,43782,41,4,41,4,0,1.5
샛말,43994,26,16,26,16,0,1.4
샛말,43995,29,13,29,13,0,1.4
생산기술연구원,38354,321,1054,321,1054,0,45.83
생설미,43746,366,231,362,231,4,19.9
생설미입구,43125,5,5,5,5,0,0.33
생설미입구,43607,5,9,5,9,0,0.47
생설미입구,43608,9,70,9,70,0,2.63
샬롬원입구,90293,17,30,17,30,0,1.57
샬롬원입구,90297,4,0,4,0,0,0.13
서곶지구대,42338,9439,8002,9439,8002,0,581.37
서곶지구대,42339,10170,7939,10170,7939,0,603.63
서교동,23037,38,8254,38,8254,0,276.4
서교동,23038,15921,81,15921,81,0,533.4
서남촌,43151,8,4,8,4,0,0.4
서남촌,43640,6,8,6,8,0,0.47
서당골,35676,185,150,183,150,2,11.17
서두머리,43212,24,3,22,3,2,0.9
서두머리,43336,1,12,1,12,0,0.43
서림초등학교,36036,20,875,20,875,0,29.83
서림초등학교,36047,13410,1653,13410,1653,0,502.1
서릿목,35418,238,593,238,593,0,27.7
서릿목,35419,642,187,642,187,0,27.63
서면초등학교,38384,2301,1274,2301,1274,0,119.17
서문안,43385,23,112,23,112,0,4.5
서문안,43584,132,6,129,6,3,4.6
서문안주유소,43965,218,38,216,38,2,8.53
서문안주유소,43966,77,352,77,352,0,14.3
서부경찰서,42286,552,859,552,859,0,47.03
서부공단입구,42299,4510,4082,4510,4082,0,286.4
서부산업단지,89035,21,54,21,54,0,2.5
서부산업단지,89036,60,186,60,186,0,8.2
서사체험학습장,43487,16,9,16,9,0,0.83
서사체험학습장,43712,20,12,20,12,0,1.07
서성,43234,11,101,10,101,1,3.73
서성,43362,146,10,146,10,0,5.2
서운교,41114,975,5010,975,5010,0,199.5
서운교,41115,5017,507,5017,507,0,184.13
서운도서관,41099,1580,340,1580,340,0,64
서운도서관,41102,208,1798,208,1798,0,66.87
서운도서관,41668,282,2091,282,2091,0,79.1
서운동,41356,5442,788,5442,788,0,207.67
서운동성당,41207,1716,2008,1716,2008,0,124.13
서운일반산업단지,41660,2607,26,2607,26,0,87.77
서운일반산업단지(맞은편),41661,17,3319,17,3319,0,111.2
서운일반산업단지입구,41646,575,4409,575,4409,0,166.13
서운일반산업단지입구(맞은편),41647,1332,1495,1332,1495,0,94.23
서운중고등학교,41109,418,628,418,628,0,34.87
서운중고등학교,41111,850,537,850,537,0,46.23
서울경금속,39039,213,2881,213,2881,0,103.13
서울방화초등학교,25028,31,7,31,7,0,1.27
서원아파트,37095,1902,1160,1902,1160,0,102.07
서인천가구단지,42017,995,4161,995,4161,0,171.87
서인천가구단지,42028,3596,2697,3596,2697,0,209.77
서인천가구단지,42800,842,78,842,78,0,30.67
서인천고등학교,42346,3740,4693,3740,4693,0,281.1
서인천농협,42275,1681,507,1681,507,0,72.93
서인천농협,42277,213,1002,213,1002,0,40.5
서인천세무서,89044,608,447,608,447,0,35.17
서인천세무서,89481,228,285,228,285,0,17.1
서인천세무서(중),89275,1994,2274,1994,2274,0,142.27
서인천세무서(중),89276,1467,2088,1467,2088,0,118.5
서인천자동차검사소,42640,444,3134,444,3134,0,119.27
서인천자동차검사소,42641,4822,703,4822,703,0,184.17
서창119안전센터,39899,6997,11921,6997,11921,0,630.6
서창119안전센터,39900,11632,4672,11632,4672,0,543.47
서창LH1단지아파트,92067,6992,676,6992,676,0,255.6
서창LH1단지아파트,92068,1074,5153,1074,5153,0,207.57
서창공영차고지,39871,9619,122,9619,122,0,324.7
서창공영차고지,39872,422,6029,422,6029,0,215.03
서창공영차고지입구,92084,160,24,160,24,0,6.13
서창도서관,39893,1575,1557,1575,1557,0,104.4
서창도서관,39894,1791,1220,1791,1220,0,100.37
서창도서관입구,39956,208,1904,208,1904,0,70.4
서창도서관입구,39957,2943,1053,2943,1053,0,133.2
서창동화원,39619,256,1009,256,1009,0,42.17
서창동화원,39620,740,369,740,369,0,36.97
서창베라체아파트후문,39895,338,113,338,113,0,15.03
서창베라체아파트후문,39896,39,521,39,521,0,18.67
서창센트라스아파트후문,39916,7054,840,7054,840,0,263.13
서창센트라스아파트후문,39917,1453,4338,1453,4338,0,193.03
서창센트럴푸르지오,39811,3468,400,3468,400,0,128.93
서창센트럴푸르지오,39812,421,3426,421,3426,0,128.23
서창센트럴푸르지오,39903,14536,8511,14536,8511,0,768.23
서창센트럴푸르지오,39904,14721,13613,14721,13613,0,944.47
서창이편한세상1002동,39905,13512,9193,13512,9193,0,756.83
서창이편한세상1002동,39906,9005,15091,9005,15091,0,803.2
서창이편한세상정문,39854,1121,13798,1121,13798,0,497.3
서창이편한세상정문,39855,14475,579,14475,579,0,501.8
서창자이아파트105동,92083,347,1074,347,1074,0,47.37
서창퍼스트뷰후문,39777,12901,3052,12901,3052,0,531.77
서창퍼스트뷰후문맞은편,39778,2312,11422,2312,11422,0,457.8
서창휴먼시아12단지,39897,2669,200,2669,200,0,95.63
서창휴먼시아12단지,39898,563,2053,563,2053,0,87.2
서초구청,22129,362,64,362,64,0,14.2
서초동삼성아파트,22140,11,150,11,150,0,5.37
서초동예술의전당,22152,544,22,544,22,0,18.87
서초문화예술정보학교,22132,17,1652,17,1652,0,55.63
서초아트자이아파트,31050,4667,15326,4667,15326,0,666.43
서초역1번출구,31007,7996,32163,7996,32163,0,1338.63
서한리구마을회관,90294,18,18,18,18,0,1.2
서한리구마을회관,90296,13,1,13,1,0,0.47
서한리마을회관,90295,43,34,43,34,0,2.57
서한리입구,90292,0,6,0,6,0,0.2
서한리입구,90298,5,0,5,0,0,0.17
서한이다음아파트,35912,1222,2916,1222,2916,0,137.93
서한이다음아파트정문,35583,3843,1977,3843,1977,0,194
서해5도특별경비단,35098,2158,187,2158,187,0,78.17
서해5도특별경비단,35884,65,1787,65,1787,0,61.73
서해구국민체육센터,42776,734,3976,734,3976,0,157
서해구문화회관,42212,1492,2116,1492,2116,0,120.27
서해구문화회관,42213,3110,960,3110,960,0,135.67
서해구보건소,42283,4029,3275,4029,3275,0,243.47
서해구보건소,42285,3367,3923,3367,3923,0,243
서해구청역(1번출구),42289,5726,4352,5726,4352,0,335.93
서해구청역(3번출구),42284,1924,1119,1924,1119,0,101.43
서해구청역(4번출구),42296,1839,3512,1839,3512,0,178.37
서해그랑블,40828,1886,127,1886,127,0,67.1
서해그랑블,40829,0,35,0,35,0,1.17
서해그랑블,42789,3747,7039,3747,7039,0,359.53
서해그랑블,42790,5355,2834,5355,2834,0,272.97
서해그랑블,42912,4295,1107,4295,1107,0,180.07
서해그랑블1단지아파트,38604,1083,63,1083,63,0,38.2
서해그랑블1단지아파트,38605,61,878,61,878,0,31.3
서해그랑블3단지아파트,38725,665,53,665,53,0,23.93
서해그랑블3단지아파트,38726,62,613,62,613,0,22.5
서해그랑블·옹암체육센터,38584,4021,5341,4021,5341,0,312.07
서해그랑블·옹암체육센터,38585,4618,4215,4618,4215,0,294.43
서해그랑블아파트후문,39973,2011,2632,2011,2632,0,154.77
서해그랑블아파트후문,39974,3705,2632,3705,2632,0,211.23
서해그랑블후문,40610,104,1197,104,1197,0,43.37
서해수산연구소,35007,133,13,133,13,0,4.87
서해수산연구소,35008,17,235,17,235,0,8.4
서해아파트,38164,3088,1700,3088,1700,0,159.6
서해아파트,38169,2227,2455,2227,2455,0,156.07
서해아파트,41181,1718,2222,1718,2222,0,131.33
서해아파트,41182,2573,1489,2573,1489,0,135.4
서해아파트,42354,4003,9159,4003,9159,0,438.73
서해아파트,42355,13309,4124,13309,4124,0,581.1
서홍의입구,43446,1,12,1,12,0,0.43
서홍의입구,43796,13,6,13,6,0,0.63
서화초등학교(도화e편한세상),37438,14766,7675,14766,7675,0,748.03
서화초등학교(도화역금강펜테리움),37623,10493,12758,10493,12758,0,775.03
서흥초등학교,36071,8183,3762,8183,3762,0,398.17
서흥초등학교,36116,783,396,783,396,0,39.3
서흥초등학교,36117,346,2570,346,2570,0,97.2
서희스타힐스아파트,43053,1142,1774,1141,1774,1,97.2
서희스타힐스아파트,43054,2110,991,2106,991,4,103.37
석남고가교입구사거리,42655,25692,9870,25692,9870,0,1185.4
석남고가사거리,42145,21920,17992,21920,17992,0,1330.4
석남고가사거리,42151,30309,25094,30309,25094,0,1846.77
석남금호어울림아파트101동,42656,5063,10319,5063,10319,0,512.73
석남도서관,42182,1520,2158,1520,2158,0,122.6
석남서초등학교,42108,5284,3497,5284,3497,0,292.7
석남신사거리,42149,2427,1872,2427,1872,0,143.3
석남신사거리,42150,1957,3257,1957,3257,0,173.8
석남역(5번출구),42577,24676,48746,24676,48746,0,2447.4
석남중앙교회,42138,4060,2730,4060,2730,0,226.33
석남중학교,42126,7226,5574,7226,5574,0,426.67
석남중학교,42128,6576,6554,6576,6554,0,437.67
석남초등학교,42165,9949,3601,9949,3601,0,451.67
석남초등학교,42167,3512,7930,3512,7930,0,381.4
석락아파트,37241,11620,10178,11620,10178,0,726.6
석락아파트,37244,2348,3283,2348,3283,0,187.7
석모1리마을회관,90145,36,17,35,17,1,1.77
석모1리마을회관,90146,2,12,2,12,0,0.47
석모대교(석모리방향),90137,2,24,2,24,0,0.87
석모대교(석모리방향),90138,39,27,39,27,0,2.2
석모대교(석포리방향),90139,17,1,17,1,0,0.6
석모대교(석포리방향),90140,16,57,16,57,0,2.43
석모대교(외포리방향),90121,0,59,0,59,0,1.97
석모대교(외포리방향),90122,32,9,31,9,1,1.37
석모대교(황청리방향),90197,1,3,1,3,0,0.13
석모대교전망대,90249,1,3,1,3,0,0.13
석모대교전망대,90250,4,4,4,4,0,0.27
석모도미네랄온천,90163,88,30,84,30,4,3.93
석모도미네랄온천,90164,3,41,3,41,0,1.47
석모도수목원입구(삼산초등학교),90143,21,71,21,71,0,3.07
석모도수목원입구(삼산초등학교),90144,116,45,115,45,1,5.37
석모도자연휴양림입구,90151,1,7,1,7,0,0.27
석모도자연휴양림입구,90152,23,32,23,32,0,1.83
석바위,37365,24167,21220,24167,21220,0,1512.9
석바위,37370,56407,43150,56407,43150,0,3318.57
석바위시장,37378,2812,6987,2812,6987,0,326.63
석바위시장,37381,24155,26743,24155,26743,0,1696.6
석바위시장,37382,21049,19052,21049,19052,0,1336.7
석바위시장,37384,6211,4395,6211,4395,0,353.53
석바위시장,37544,3069,4844,3069,4844,0,263.77
석바위시장역,37373,6809,6606,6809,6606,0,447.17
석바위시장역,37374,5047,5698,5047,5698,0,358.17
석산,43375,8,52,8,52,0,2
석산,43833,58,4,57,4,1,2.07
석산로,92051,1267,593,1267,593,0,62
석산로,92052,856,757,856,757,0,53.77
석암초등학교,37412,4418,4821,4418,4821,0,307.97
석암초등학교앞,37407,16159,9987,16159,9987,0,871.53
석정여자고등학교,39416,1456,179,1456,179,0,54.5
석정여자고등학교,39418,104,1596,104,1596,0,56.67
석조여래입상앞,43663,1,55,1,55,0,1.87
석조여래입상앞,43692,71,1,71,1,0,2.4
석천사거리,39308,752,850,752,850,0,53.4
석천사거리역,39317,4828,8382,4828,8382,0,440.33
석천사거리역,39320,3100,3441,3100,3441,0,218.03
석천시장,39502,1337,4419,1337,4419,0,191.87
석포리마을회관,90191,28,3,27,3,1,1.03
석포리마을회관,90192,16,24,16,24,0,1.33
석포항,90203,18,20,17,20,1,1.27
석화사입구,35932,18,11,18,11,0,0.97
석화사입구,35933,5,35,5,35,0,1.33
선경그린빌라,42307,1997,1703,1997,1703,0,123.33
선경아파트,40238,8004,2038,8004,2038,0,334.73
선광,38542,5,399,5,399,0,13.47
선광,38543,268,10,268,10,0,9.27
선녀바위유원지,35004,930,63,930,63,0,33.1
선녀바위유원지,35006,163,946,163,946,0,36.97
선녀바위해수욕장,35484,1527,209,1527,209,0,57.87
선녀바위해수욕장,35485,177,1329,177,1329,0,50.2
선동,43248,5,20,5,20,0,0.83
선동,43886,50,1,50,1,0,1.7
선두1리,43009,183,89,183,89,0,9.07
선두1리,43099,61,134,61,134,0,6.5
선두4리마을회관,43242,44,6,44,6,0,1.67
선두4리마을회관,43644,4,34,4,34,0,1.27
선두5리어판장입구,90131,4,22,4,22,0,0.87
선두5리어판장입구,90132,9,10,9,10,0,0.63
선릉역,23218,4092,19,4092,19,0,137.03
선릉역,23259,37,4554,37,4554,0,153.03
선린감리교회,40043,4209,2239,4209,2239,0,214.93
선린감리교회,40047,4798,6697,4798,6697,0,383.17
선바위역1번출구,66002,2296,41111,2296,41111,0,1446.9
선바위역2번출구(광역),66001,26550,1778,26550,1778,0,944.27
선수,43433,3,14,3,14,0,0.57
선수,43483,4,2,4,2,0,0.2
선수여객선착장,43429,294,231,292,231,2,17.5
선수여객선착장,43479,41,74,41,74,0,3.83
선수촌사거리,39889,185,775,185,775,0,32
선수촌사거리,39890,401,314,401,314,0,23.83
선원고개앞,90448,0,1,0,1,0,0.03
선원면사무소앞,90067,3,13,3,13,0,0.53
선원면사무소앞,90068,3,10,3,10,0,0.43
선원면주민센터,43042,282,570,281,570,1,28.4
선원면주민센터,43070,515,251,513,251,2,25.53
선원사,43305,0,3,0,3,0,0.1
선원사,43742,1,4,1,4,0,0.17
선원사초입,43307,10,5,10,5,0,0.5
선원사초입,43756,5,6,5,6,0,0.37
선원초등학교,43044,87,185,87,185,0,9.07
선원초등학교,43045,207,88,206,88,1,9.83
선재대교입구,44005,48,677,48,677,0,24.17
선재대교입구,44006,747,65,747,65,0,27.07
선주삼거리,41481,5,14,5,14,0,0.63
선주지교회,41482,41,38,41,38,0,2.63
선주지다리,41480,15,45,15,45,0,2
선주지다리,41501,6,22,6,22,0,0.93
선주지동경로당,41671,116,66,116,66,0,6.07
선주지회차지,41483,40,32,40,32,0,2.4
선학골,90462,5,1,5,1,0,0.2
선학골삼거리,90461,1,1,1,1,0,0.07
선학동행정복지센터.정광아파트,38297,1212,1280,1212,1280,0,83.07
선학사거리,38295,1507,3828,1507,3828,0,177.83
선학아파트,38232,6850,1724,6850,1724,0,285.8
선학아파트,38343,3652,10626,3652,10626,0,475.93
선학어린이집,38300,1871,1857,1871,1857,0,124.27
선학역,38305,30858,14226,30858,14226,0,1502.8
선학역(1번출구),38306,18795,24966,18795,24966,0,1458.7
선학중학교·마을엔,38283,1066,1093,1066,1093,0,71.97
선학체육관(하키경기장),38308,3155,2217,3155,2217,0,179.07
선학체육관(하키경기장),38309,2833,4340,2833,4340,0,239.1
선행리입구,43908,46,95,46,95,0,4.7
선행리입구,43909,30,0,30,0,0,1
설호아파트,43378,14,125,14,125,0,4.63
설호아파트,43618,203,34,203,34,0,7.9
성강지식산업센터,39837,509,674,509,674,0,39.43
성경,43603,160,20,160,20,0,6
성경,43771,31,145,31,145,0,5.87
성동검문소,35285,4,286,4,286,0,9.67
성동검문소,35286,313,12,313,12,0,10.83
성리중학교,39969,38,19,38,19,0,1.9
성리중학교,39979,2,156,2,156,0,5.27
성리초등학교,39200,24936,20999,24936,20999,0,1531.17
성리초등학교,39201,9378,17529,9378,17529,0,896.9
성문교회,39462,515,8,515,8,0,17.43
성문아파트,39591,3957,1541,3957,1541,0,183.27
성문아파트(문화연립),39257,3102,3915,3102,3915,0,233.9
성민병원,42159,14939,15054,14939,15054,0,999.77
성민병원,42162,16367,18399,16367,18399,0,1158.87
성보공업,42007,1947,2309,1947,2309,0,141.87
성산교회,40572,989,6172,989,6172,0,238.7
성신아크릴산업,89313,125,4,124,4,1,4.3
성신아크릴산업,89327,1,121,1,121,0,4.07
성웅아파트,42048,4292,3158,4292,3158,0,248.33
성웅아파트,42051,4342,2863,4342,2863,0,240.17
성원기계,92016,1130,1797,1130,1797,0,97.57
성원빌딩.우편취급국,37425,12139,6511,12139,6511,0,621.67
성원아파트,70022,2381,8,2381,8,0,79.63
성일산업,39787,727,929,727,929,0,55.2
성일산업,39788,570,592,570,592,0,38.73
성일아파트후문앞,40311,919,460,919,460,0,45.97
성지아파트,38017,23791,33804,23791,33804,0,1919.83
성지아파트,41025,5228,4035,5228,4035,0,308.77
성지초등학교,41033,1820,3750,1820,3750,0,185.67
성지초등학교,41034,2638,1486,2638,1486,0,137.47
성터지,43038,268,130,268,130,0,13.27
성터지,43039,141,277,141,277,0,13.93
성호아파트,38204,12274,10784,12274,10784,0,768.6
세광2차아파트,43758,2134,757,2108,757,26,96.37
세광2차아파트,43857,457,1696,457,1696,0,71.77
세광아파트,43049,1341,2458,1337,2458,4,126.63
세광아파트,43050,2569,938,2561,938,8,116.9
세농푸드,41510,12,1,12,1,0,0.43
세우산업,39094,2099,4198,2099,4198,0,209.9
세월천사거리,40489,2426,9041,2426,9041,0,382.23
세일빌라.인천산림조합,39158,2625,1351,2625,1351,0,132.53
세일빌라.인천산림조합,39159,4555,3375,4555,3375,0,264.33
세현정공,39033,812,1884,812,1884,0,89.87
세화파렛텍,90216,39,36,39,36,0,2.5
센타빌딩,39902,12373,14812,12373,14812,0,906.17
센트럴공원,38490,1365,3029,1365,3029,0,146.47
센트럴파크1,38463,652,199,652,199,0,28.37
센트럴파크2,38464,457,410,457,410,0,28.9
센트럴파크역,38397,7261,2598,7261,2598,0,328.63
센트럴파크역,38574,990,2566,990,2566,0,118.53
센트럴파크푸르지오아파트,38544,2185,1539,2185,1539,0,124.13
센트럴파크푸르지오아파트,38545,1183,1915,1183,1915,0,103.27
센트럴푸르지오501동앞,92071,2523,507,2523,507,0,101
셀트리온(주),38319,320,695,320,695,0,33.83
셀트리온(주)앞,38513,593,402,593,402,0,33.17
셀트리온2공장앞,38474,769,772,769,772,0,51.37
셀트리온2공장앞,38475,1570,798,1570,798,0,78.93
소게,43185,0,112,0,112,0,3.73
소게,43243,75,2,75,2,0,2.57
소구월사거리,39266,5605,11680,5605,11680,0,576.17
소구월사거리,39268,4648,3799,4648,3799,0,281.57
소나무,43396,56,0,56,0,0,1.87
소나무,43805,1,46,1,46,0,1.57
소담(장미)마을입구,90236,1,3,1,3,0,0.13
소담(장미)마을입구,90237,25,2,25,2,0,0.9
소동,43412,133,1,133,1,0,4.47
소동,43829,4,185,4,185,0,6.3
소똑골입구,90424,44,43,44,43,0,2.9
소똑골입구,90425,3,0,3,0,0,0.1
소래도서관,39829,6,397,6,397,0,13.43
소래산등산로입구,39770,10,78,10,78,0,2.93
소래산등산로입구,39771,50,6,50,6,0,1.87
소래산입구,39668,12,795,12,795,0,26.9
소래산입구,39670,1133,14,1133,14,0,38.23
소래역사관,39816,255,1290,255,1290,0,51.5
소래역사관,39817,3214,219,3214,219,0,114.43
소래초등학교,39615,324,401,324,401,0,24.17
소래포구,39815,866,145,866,145,0,33.7
소래포구,39818,136,2570,136,2570,0,90.2
소래포구역,39647,3763,1764,3763,1764,0,184.23
소래포구역,39648,3158,5967,3158,5967,0,304.17
소래포구역,39710,2098,57,2098,57,0,71.83
소래포구역앞,92063,2637,1151,2637,1151,0,126.27
소래포구역종점,39793,1961,3746,1961,3746,0,190.23
소래포구입구,70009,1115,189,1115,189,0,43.47
소래포구입구(논현푸르지오A),39109,442,1089,442,1089,0,51.03
소래포구입구(논현푸르지오A),39114,283,263,283,263,0,18.2
소래포구해오름광장,92074,99,1828,99,1828,0,64.23
소래풍림아파트,39122,2874,916,2874,916,0,126.33
소리공원(하모니로),38721,622,941,622,941,0,52.1
소리공원(하모니로),38722,321,330,321,330,0,21.7
소망탑빌라,40116,15,436,15,436,0,15.03
소방대앞,90022,17,70,17,70,0,2.9
소방대앞,90023,393,11,390,11,3,13.47
소산서원,70011,144,815,144,815,0,31.97
소산서원,70012,342,432,342,432,0,25.8
소장전,43996,11,55,10,55,1,2.2
소장전,43997,21,4,21,4,0,0.83
소첨도공원,89540,4299,57,4299,57,0,145.2
소첨도공원,89541,24,3002,24,3002,0,100.87
소촌마을,41662,107,13,107,13,0,4
속아지,43344,31,0,31,0,0,1.03
속아지,43848,0,38,0,38,0,1.27
솔밭마을,38193,914,297,914,297,0,40.37
솔빛마을,36034,8953,9298,8953,9298,0,608.37
솔빛마을,36037,6690,6431,6690,6431,0,437.37
솔빛마을주공아파트,36049,10120,6626,10120,6626,0,558.2
솔빛마을주공아파트,36050,9045,11899,9045,11899,0,698.13
솔빛주공2단지,36045,1038,905,1038,905,0,64.77
솔안공원,38348,11464,7133,11464,7133,0,619.9
솔정,43526,33,3,28,3,5,1.2
솔정,43871,7,34,7,34,0,1.37
솔정1리마을회관,90085,0,3,0,3,0,0.1
솔정1리마을회관,90086,1,0,1,0,0,0.03
솔정마을,43129,29,11,28,11,1,1.33
솔정마을,43811,18,2,18,2,0,0.67
솔정마을,43872,13,14,13,14,0,0.9
솔정마을,90108,0,20,0,20,0,0.67
솔정정미소,43130,22,26,22,26,0,1.6
솔정정미소,43134,35,13,35,13,0,1.6
솔터마을입구,80327,1194,376,1194,376,0,52.33
솔터마을입구,80336,1153,1160,1153,1160,0,77.1
솔펜션,44177,24,4,24,4,0,0.93
송곡촌,43439,11,36,11,36,0,1.57
송곡촌,43815,102,38,100,38,2,4.67
송내고교입구,11014,65,350,65,350,0,13.83
송내고교입구,11015,659,109,659,109,0,25.6
송내고등학교,40219,2459,2352,2459,2352,0,160.37
송내남부역,40761,131,2608,131,2608,0,91.3
송내역,56005,101927,102198,101927,102198,0,6804.17
송내역.로데오거리,55267,5485,25211,5485,25211,0,1023.2
송내역.영화의거리,55263,21067,6865,21067,6865,0,931.07
송내역남부,56002,144229,120629,144229,120629,0,8828.6
송담초등학교,38667,1913,551,1913,551,0,82.13
송담초등학교,38668,341,1567,341,1567,0,63.6
송도1동행정복지센터,38012,4915,13295,4915,13295,0,607
송도2동행정복지센터,38492,6472,4428,6472,4428,0,363.33
송도2동행정복지센터,38588,3852,3143,3852,3143,0,233.17
송도2동행정복지센터,38817,12,1069,12,1069,0,36.03
송도MTB파크,38746,143,175,143,175,0,10.6
송도SK뷰(101동),38635,3123,897,3123,897,0,134
송도SK뷰(105동),38632,351,2145,351,2145,0,83.2
송도SK뷰(105동),38633,2850,321,2850,321,0,105.7
송도sk뷰,38707,760,3646,760,3646,0,146.87
송도sk뷰,38708,586,1099,586,1099,0,56.17
송도고입구,38215,4303,3090,4303,3090,0,246.43
송도고입구,38221,1781,1075,1781,1075,0,95.2
송도공영차고지,38472,383,243,383,243,0,20.87
송도국제교입구,38597,377,0,377,0,0,12.57
송도국제도서관,38807,546,494,546,494,0,34.67
송도국제도서관,38808,537,547,537,547,0,36.13
송도국제도서관,38809,651,265,651,265,0,30.53
송도국제도서관,38810,117,668,117,668,0,26.17
송도국제도시디에트르시그니처뷰,38771,4581,2446,4581,2446,0,234.23
송도글로벌캠퍼스푸르지오아파트,38711,1501,1161,1501,1161,0,88.73
송도누리공원,38663,4684,4127,4684,4127,0,293.7
송도누리공원,38664,1058,3663,1058,3663,0,157.37
송도달빛축제공원,38776,657,970,657,970,0,54.23
송도달빛축제공원역,38696,15016,4265,15016,4265,0,642.7
송도달빛축제공원역,38697,3687,16058,3687,16058,0,658.17
송도더샵그린스퀘어,39843,3792,1439,3792,1439,0,174.37
송도더샵그린워크,38526,1199,248,1199,248,0,48.23
송도더샵그린워크2차,38493,2464,3185,2464,3185,0,188.3
송도더샵마스터뷰21단지,38578,6408,1228,6408,1228,0,254.53
송도더샵마스터뷰22단지,38693,1433,881,1433,881,0,77.13
송도더샵마스터뷰22단지,38695,574,1102,574,1102,0,55.87
송도더샵마스터뷰22단지(2202동),38698,210,803,210,803,0,33.77
송도더샵마스터뷰22단지(2202동),38712,1056,208,1056,208,0,42.13
송도더샵마스터뷰22단지(정문),38694,366,1430,366,1430,0,59.87
송도더샵마스터뷰23단지,38441,3377,3773,3377,3773,0,238.33
송도더샵마스터뷰23단지,38442,794,5881,794,5881,0,222.5
송도더샵마스터뷰23단지(정문),38692,1796,219,1796,219,0,67.17
송도더샵센트럴시티,39842,1912,3894,1912,3894,0,193.53
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,7929,1716,7929,1716,0,321.5
송도더샵퍼스트월드,38589,1348,2516,1348,2516,0,128.8
송도더샵퍼스트월드(동문),38013,17436,7654,17436,7654,0,836.33
송도더샵퍼스트월드(서문),38381,4066,1859,4066,1859,0,197.5
송도더샵퍼스트월드B동.C동,38425,3710,2200,3710,2200,0,197
송도더샵퍼스트월드D동,38009,2087,1981,2087,1981,0,135.6
송도더샵퍼스트파크14단지,38560,502,2374,502,2374,0,95.87
송도더샵퍼스트파크14단지,38577,2084,167,2084,167,0,75.03
송도더샵퍼스트파크15단지,38559,204,889,204,889,0,36.43
송도더샵퍼스트파크15단지,38576,981,164,981,164,0,38.17
송도더샵하버뷰2차,38467,2598,11916,2598,11916,0,483.8
송도동일하이빌파크포레아파트,38680,3387,1099,3387,1099,0,149.53
송도라마다호텔앞,38065,1979,4618,1979,4618,0,219.9
송도라마다호텔앞,38067,10993,7650,10993,7650,0,621.43
송도랜드마크시티13호근린공원,38738,757,4441,757,4441,0,173.27
송도랜드마크시티13호근린공원,38739,4440,757,4440,757,0,173.23
송도랜드마크푸르지오시티,38747,1973,3071,1973,3071,0,168.13
송도럭스오션SK뷰,38797,2646,1768,2646,1768,0,147.13
송도럭스오션SK뷰,38798,1683,1797,1683,1797,0,116
송도럭스오션SK뷰101동,38799,1087,2389,1087,2389,0,115.87
송도럭스오션SK뷰101동,38800,2296,1167,2296,1167,0,115.43
송도베르디움더퍼스트후문,39985,1149,4884,1149,4884,0,201.1
송도세브란스병원,38651,453,1464,453,1464,0,63.9
송도센트럴파크,38452,4137,8712,4137,8712,0,428.3
