정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
중곡고개,43935,9,1,9,1,0,0.33
중독고개,43936,56,52,56,52,0,3.6
중박골입구,44123,2,20,2,20,0,0.73
중박골입구,44194,9,1,9,1,0,0.33
중봉로교차로,89420,2230,2548,2230,2548,0,159.27
중봉로교차로,89421,1190,929,1190,929,0,70.63
중부고용노동청(인천고용센터),39222,828,816,828,816,0,54.8
중부고용노동청(인천고용센터),39223,629,920,629,920,0,51.63
중산고등학교,35868,180,202,180,202,0,12.73
중산고등학교,35869,1573,1275,1573,1275,0,94.93
중산교차로,35652,1782,922,1782,922,0,90.13
중산교차로,35653,621,3567,621,3567,0,139.6
중산동,35247,473,679,473,679,0,38.4
중산동,35305,663,503,663,503,0,38.87
중산동(중촌),35272,1046,1757,1046,1757,0,93.43
중산동(중촌),35278,2380,898,2380,898,0,109.27
중산중고등학교,35817,259,139,259,139,0,13.27
중산중학교,35656,1270,550,1270,550,0,60.67
중산중학교,35657,558,1921,558,1921,0,82.63
중앙공영아파트,41268,3245,1167,3245,1167,0,147.07
중앙공원사거리,39189,556,752,556,752,0,43.6
중앙방앗간,35852,20,28,20,28,0,1.6
중앙방앗간,35853,13,18,13,18,0,1.03
중앙사료,42014,2259,1372,2259,1372,0,121.03
중앙사료,42015,602,1225,602,1225,0,60.9
중앙산부인과,70176,9,382,9,382,0,13.03
중앙산부인과,70230,675,74,675,74,0,24.97
중앙시장,90125,2312,1319,2272,1319,40,121.03
중앙시장.고려궁지입구,43067,2109,1889,2105,1889,4,133.27
중앙아파트,40409,818,885,818,885,0,56.77
중앙아파트,42315,2575,1791,2575,1791,0,145.53
중앙하이츠,41110,4714,13333,4714,13333,0,601.57
중앙호수공원입구(호반베르디움),89245,34,737,34,737,0,25.7
중원고등학교,55078,1972,855,1972,855,0,94.23
중촌,43252,202,2,200,2,2,6.8
중촌,43369,1,103,1,103,0,3.47
중촌교차로,35436,144,697,144,697,0,28.03
중촌교차로,35443,541,270,541,270,0,27.03
중혈마을,43176,4,45,4,45,0,1.63
중혈마을,43299,93,2,93,2,0,3.17
중흥S클래스,42832,2487,1807,2487,1807,0,143.13
중흥S클래스,42847,1054,716,1054,716,0,59
중흥S클래스1차,42844,434,886,434,886,0,44
중흥S클래스1차,42845,854,700,854,700,0,51.8
중흥S클래스2단지,42771,3681,1538,3681,1538,0,173.97
중흥S클래스2단지(북측),42856,4776,1754,4776,1754,0,217.67
중흥마을.은하마을,55070,727,345,727,345,0,35.73
지랏돌,90071,91,21,91,21,0,3.73
지랏돌,90072,1,67,1,67,0,2.27
지밸리비즈플라자.이마트구로점,17122,309,1,309,1,0,10.33
지산리,90436,21,73,21,73,0,3.13
지산리입구,43310,2,9,2,9,0,0.37
지산리입구,43751,25,25,25,25,0,1.67
지산입구(용진),43538,29,1,29,1,0,1
지산입구(용진),43679,1,21,1,21,0,0.73
지석리마을회관,90274,6,5,6,5,0,0.37
지석리망향단입구,90273,6,7,6,7,0,0.43
지석리오현부락,90275,25,14,25,14,0,1.3
지석초등학교입구,90277,38,20,38,20,0,1.93
지식정보단지역,38373,11640,2027,11640,2027,0,455.57
지식정보단지역,38403,11757,1639,11757,1639,0,446.53
지식정보단지역,38404,1149,9102,1149,9102,0,341.7
지식정보단지역(4번출구),38380,873,11596,873,11596,0,415.63
지하이시티.보건지소.치매센터,17127,318,1,318,1,0,10.63
진고개(5연대입구),43380,252,123,250,123,2,12.5
진고개(5연대입구),43794,201,601,200,601,1,26.73
진광횟집앞,43507,24,11,23,11,1,1.17
진광횟집앞,43541,10,18,10,18,0,0.93
진달래아파트,37600,24,865,24,865,0,29.63
진도로르빌아파트,37471,4058,10312,4058,10312,0,479
진두방앗간,44129,0,21,0,21,0,0.7
진두방앗간,44195,27,1,27,1,0,0.93
진산과학고등학교,40640,0,365,0,365,0,12.17
진산과학고등학교,40915,79,0,79,0,0,2.63
진산중학교,40575,1121,2282,1121,2282,0,113.43
진산초등학교,40614,1034,3934,1034,3934,0,165.6
진산초등학교,40633,0,117,0,117,0,3.9
진산초등학교,40914,252,9,252,9,0,8.7
진솔인더스트리,89447,261,15,261,15,0,9.2
진솔인더스트리,89448,3,321,3,321,0,10.8
진주5단지503동앞,42089,3634,2872,3634,2872,0,216.87
진주상가,42544,3340,298,3340,298,0,121.27
진주아파트2단지6동,42084,149,6710,149,6710,0,228.63
진주아파트2단지·가좌시장,42092,426,11251,426,11251,0,389.23
진주아파트3단지,42086,8565,189,8565,189,0,291.8
진주아파트4단지,42077,3587,211,3587,211,0,126.6
진표에너지,42548,0,272,0,272,0,9.07
진흥아파트,37190,2641,2333,2641,2333,0,165.8
진흥아파트,37193,2669,3040,2669,3040,0,190.3
진흥아파트,37240,5470,2752,5470,2752,0,274.07
진흥아파트,37243,4867,9949,4867,9949,0,493.87
진흥아파트,39297,7640,7175,7640,7175,0,493.83
집단에너지,39064,234,155,234,155,0,12.97
집단에너지시설,39065,74,181,74,181,0,8.5
짓절미,43485,24,28,23,28,1,1.73
짓절미,43713,21,18,20,18,1,1.3
찬우물,39179,1077,3179,1077,3179,0,141.87
찬우물,39188,1925,896,1925,896,0,94.03
찬우물,43048,141,365,139,365,2,16.87
찬우물근린공원,39914,10434,7850,10434,7850,0,609.47
찬우물근린공원,39915,8756,7906,8756,7906,0,555.4
찬우물약수터,43851,283,355,283,355,0,21.27
참빛감리교회,42437,14681,14332,14681,14332,0,967.1
참좋은집,36160,466,72,466,72,0,17.93
참좋은집,36161,52,406,52,406,0,15.27
창2리마을회관앞,90479,106,424,106,424,0,17.67
창2리마을회관앞,90480,196,114,192,114,4,10.33
창골,43549,273,120,273,120,0,13.1
창리,43902,26,238,26,238,0,8.8
창리,43903,71,35,71,35,0,3.53
창서초등학교.현대백화점,22003,1958,14,1958,14,0,65.73
창신초등학교,42620,2121,2412,2121,2412,0,151.1
창신초등학교,42621,1933,1511,1933,1511,0,114.8
창후1리마을회관,43595,119,5,119,5,0,4.13
창후1리마을회관,43783,5,190,5,190,0,6.5
창후리입구,43604,209,12,206,12,3,7.37
창후리입구,43830,45,216,45,216,0,8.7
창후리종점,43774,26,88,24,88,2,3.8
창후정미소,43461,63,0,63,0,0,2.1
창후정미소,43600,0,52,0,52,0,1.73
채석장,38179,1212,377,1212,377,0,52.97
채플갤러리,90422,7,0,7,0,0,0.23
채플갤러리,90423,0,12,0,12,0,0.4
천곡,43409,134,1,130,1,4,4.5
천곡,43827,19,186,19,186,0,6.83
천촌,43411,28,103,28,103,0,4.37
천촌,43795,128,1,126,1,2,4.3
철곶,43653,8,32,6,32,2,1.33
철곶,43759,81,7,81,7,0,2.93
철산리검문소,43957,1,23,1,23,0,0.8
철산리검문소,43958,31,7,31,7,0,1.27
철산리입구,43685,41,3,40,3,1,1.47
철산리입구,43741,6,43,6,43,0,1.63
첨단초등학교,92014,553,4678,553,4678,0,174.37
청광플러스원101동앞,92070,377,3965,377,3965,0,144.73
청광플러스원102동앞,39946,735,80,735,80,0,27.17
청광플러스원아파트,39775,5541,3007,5541,3007,0,284.93
청광플러스원아파트,39786,2851,8055,2851,8055,0,363.53
청능로사거리,39622,42279,17241,42279,17241,0,1984
청능로사거리,39623,19150,39838,19150,39838,0,1966.27
청라1동행정복지센터,42744,13285,5567,13285,5567,0,628.4
청라1동행정복지센터,42745,7054,10578,7054,10578,0,587.73
청라1호문화공원,89471,5,0,5,0,0,0.17
청라2동행정복지센터,89039,3020,899,3020,899,0,130.63
청라2동행정복지센터,89042,1698,3337,1698,3337,0,167.83
청라3동행정복지센터,89374,1356,6949,1356,6949,0,276.83
청라3동행정복지센터,89375,8555,1159,8555,1159,0,323.8
청라BRT차고지입구,89336,6,782,6,782,0,26.27
청라BRT차고지입구,89337,772,67,772,67,0,27.97
청라BRT통합차고지,89508,0,223,0,223,0,7.43
청라BRT통합차고지,89522,389,21,389,21,0,13.67
청라고등학교,42784,2104,1300,2104,1300,0,113.47
청라고등학교,42785,1578,2093,1578,2093,0,122.37
청라골프아카데미,89255,123,57,123,57,0,6
청라골프아카데미,89256,70,160,70,160,0,7.67
청라국제도서관,42922,1859,584,1859,584,0,81.43
청라국제도서관,42923,470,1793,470,1793,0,75.43
청라국제도시역,89270,51472,35610,51472,35610,0,2902.73
청라국제도시역(경명대로),89034,7841,10050,7841,10050,0,596.37
청라국제도시역(서부산단방향),89043,31692,54447,31692,54447,0,2871.3
청라국제도시역(청라국제교방향),89215,58915,31762,58915,31762,0,3022.57
청라국제도시역푸르지오시티,89523,1531,6975,1531,6975,0,283.53
청라국제도시역푸르지오시티,89524,13757,7116,13757,7116,0,695.77
청라국제어린이집,89289,396,312,396,312,0,23.6
청라국제업무단지(골드클래스),42984,1324,480,1324,480,0,60.13
청라꽃농원,42991,139,415,139,415,0,18.47
청라달튼국제학교,42895,1334,761,1334,761,0,69.83
청라달튼국제학교,89121,974,1129,974,1129,0,70.1
청라도,42931,9,116,9,116,0,4.17
청라도,89127,6,70,6,70,0,2.53
청라디이스트,42868,5118,2389,5118,2389,0,250.23
청라디이스트,42961,176,1471,176,1471,0,54.9
청라디이스트(562동),42962,2218,3430,2218,3430,0,188.27
청라디이스트(567동),89017,1216,493,1216,493,0,56.97
청라로봇랜드,89246,36,20,36,20,0,1.87
청라로봇랜드,89247,2,73,2,73,0,2.5
청라모아미래도아파트604동,89344,3346,3072,3346,3072,0,213.93
청라모아미래도아파트정문,89353,52,25,52,25,0,2.57
청라백세요양병원,42944,153,160,153,160,0,10.43
청라백세요양병원,89179,280,239,280,239,0,17.3
청라복합문화센터,89218,524,1982,524,1982,0,83.53
청라복합문화센터,89219,1490,517,1490,517,0,66.9
청라센텀로제비앙,89295,1777,2035,1777,2035,0,127.07
청라센텀로제비앙,89296,2298,2028,2298,2028,0,144.2
청라센텀로제비앙정문앞,89346,16,165,16,165,0,6.03
청라센트럴에일린의뜰,42834,5047,3891,5047,3891,0,297.93
청라센트럴에일린의뜰104동,42990,4563,1530,4563,1530,0,203.1
청라센트럴에일린의뜰104동,89630,247,1071,247,1071,0,43.93
청라센트럴에일린의뜰106동,42892,10344,6947,10344,6947,0,576.37
청라스타필드,89417,628,1054,628,1054,0,56.07
청라스타필드,89418,1318,2133,1318,2133,0,115.03
청라시티프라디움,89334,2319,2820,2319,2820,0,171.3
청라시티프라디움,89335,4114,1734,4114,1734,0,194.93
청라우미린,42862,893,5196,893,5196,0,202.97
청라우미린아파트,89290,3297,14034,3297,14034,0,577.7
청라웰카운티221동,89288,265,606,265,606,0,29.03
청라웰카운티223동,42997,1225,484,1225,484,0,56.97
청라자이,42742,10413,3316,10413,3316,0,457.63
청라중앙호수공원입구,89021,15001,9595,15001,9595,0,819.87
청라중앙호수공원입구,89024,8895,16787,8895,16787,0,856.07
청라중학교,42848,1265,2210,1265,2210,0,115.83
청라초등학교,89281,6886,6809,6886,6809,0,456.5
청라초등학교,89282,5663,8026,5663,8026,0,456.3
청라파크자이상가,89299,1270,1402,1270,1402,0,89.07
청라파크자이상가,89300,921,1263,921,1263,0,72.8
청라푸르지오,89217,652,1556,652,1556,0,73.6
청라푸르지오라피아노,89497,4,238,4,238,0,8.07
청라푸르지오라피아노,89498,80,26,80,26,0,3.53
청라하늘대교입구,35952,1402,505,1402,505,0,63.57
청라한내로72번길,89533,122,27,122,27,0,4.97
청라한내로72번길,89534,86,215,86,215,0,10.03
청라한양수자인레이크블루,89348,2585,2735,2585,2735,0,177.33
청라한양수자인레이크블루,89351,2739,1325,2739,1325,0,135.47
청라한화꿈에그린,89123,2122,672,2122,672,0,93.13
청라한화꿈에그린,89124,553,1394,553,1394,0,64.9
청라호반베르디움.포리공원,42899,2194,505,2194,505,0,89.97
청라호반베르디움.포리공원,42919,864,2139,864,2139,0,100.1
청라호수공원(남측),42861,2596,720,2596,720,0,110.53
청라호수공원(남측),42863,811,2447,811,2447,0,108.6
청라호수공원(동축),89531,330,2,330,2,0,11.07
청라호수공원(동축),89532,11,167,11,167,0,5.93
청라호수공원(서측),89535,108,16,108,16,0,4.13
청라호수공원(서측),89536,51,349,51,349,0,13.33
청라호수공원한신더휴,42870,7800,1569,7800,1569,0,312.3
청라호수공원한신더휴아파트,89291,17325,5724,17325,5724,0,768.3
청라힐스테이트,42987,1045,2575,1045,2575,0,120.67
청라힐스테이트,42988,2985,752,2985,752,0,124.57
청람중학교,89018,1601,1945,1601,1945,0,118.2
청람중학교,89019,2423,2055,2423,2055,0,149.27
청람초등학교,89279,10531,9937,10531,9937,0,682.27
청람초등학교,89280,10632,12421,10632,12421,0,768.43
청량중학교,38086,10575,4997,10575,4997,0,519.07
청련사입구,43766,42,110,42,110,0,5.07
청련사입구,43841,45,7,45,7,0,1.73
청룡정,41633,205,37,205,37,0,8.07
청룡정,41634,12,254,12,254,0,8.87
청소년수련관,42612,2222,156,2222,156,0,79.27
청소년수련관,42613,70,2530,70,2530,0,86.67
청소년수련관,43078,120,253,120,253,0,12.43
청소년수련관,43079,125,125,125,125,0,8.33
청소년수련관·어린이과학관·체육센터,41307,11870,7990,11870,7990,0,662
청소년수련관·어린이과학관·체육센터,41308,6017,8058,6017,8058,0,469.17
청송1단지.중흥S클래스,80090,217,255,217,255,0,15.73
청송1단지.중흥S클래스,80102,676,159,676,159,0,27.83
청송2.3단지,80089,96,80,96,80,0,5.87
청송2.3단지,80101,314,128,314,128,0,14.73
청송마을.성우오스타,80329,273,169,273,169,0,14.73
청송부락,90092,2,9,2,9,0,0.37
청송부락,90093,81,105,80,105,1,6.2
청수농장,35928,1,7,1,7,0,0.27
청수농장,35929,1,0,1,0,0,0.03
청수사거리,40582,3839,6329,3839,6329,0,338.93
청수사거리,40586,16503,7653,16503,7653,0,805.2
청양골,42775,4,74,4,74,0,2.6
청운대삼거리(하늘꿈교회),37433,5360,4583,5360,4583,0,331.43
청운대삼거리(하늘꿈교회),37500,2933,3110,2933,3110,0,201.43
청운대후문.한전제물포지사,37632,142,268,142,268,0,13.67
청운대후문.한전제물포지사,37633,149,1152,149,1152,0,43.37
청정주말농장,39852,4,292,4,292,0,9.87
청천1동행정복지센터,40938,1195,397,1195,397,0,53.07
청천1동행정복지센터,40939,351,2325,351,2325,0,89.2
청천농장,40538,197,1236,197,1236,0,47.77
청천농장,42511,1561,287,1561,287,0,61.6
청천농장(종점),40520,2741,2887,2741,2887,0,187.6
청천농장입구,40558,375,29,375,29,0,13.47
청천농장입구,40809,3,375,3,375,0,12.6
청천농장입구,40941,25,843,25,843,0,28.93
청천도서관,40426,1381,1869,1381,1869,0,108.33
청천도서관,40427,1154,917,1154,917,0,69.03
청천동,40808,860,728,860,728,0,52.93
청천동무지개아파트,40617,847,3736,847,3736,0,152.77
청천동무지개아파트,40618,3491,848,3491,848,0,144.63
청천동아이즈빌아울렛,40587,3127,8699,3127,8699,0,394.2
청천동아이즈빌아울렛,40818,3785,2171,3785,2171,0,198.53
청천동차고지,40925,2325,2958,2325,2958,0,176.1
청천오거리,40568,721,1321,721,1321,0,68.07
청천중학교,40449,1452,6864,1452,6864,0,277.2
청천중학교,40455,2042,5132,2042,5132,0,239.13
청천천공영주차장,40896,694,2432,694,2432,0,104.2
청천천공영주차장,41639,700,1916,700,1916,0,87.2
청천초등학교후문,40574,1934,14025,1934,14025,0,531.97
청천초등학교후문,40579,15228,1751,15228,1751,0,565.97
청천치안센터,40533,34946,15617,34946,15617,0,1685.43
청천치안센터,40537,12185,16964,12185,16964,0,971.63
청천푸르지오아파트,40488,9371,9062,9371,9062,0,614.43
청천푸르지오아파트,40515,11368,1732,11368,1732,0,436.67
청천푸르지오아파트,40516,1803,7877,1803,7877,0,322.67
청천푸르지오아파트,40811,8198,2101,8198,2101,0,343.3
청천푸르지오아파트,40812,1574,5198,1574,5198,0,225.73
청천푸르지오아파트,40894,23,1948,23,1948,0,65.7
청천하우스디아파트,40475,6911,2454,6911,2454,0,312.17
청천하우스디아파트,40477,1133,4275,1133,4275,0,180.27
청학동.한국전력남인천지사,38230,2661,3609,2661,3609,0,209
청학문화센터,38239,7966,6642,7966,6642,0,486.93
청학사거리,38256,23524,15818,23524,15818,0,1311.4
청학사거리,38259,11687,15747,11687,15747,0,914.47
청학사거리,38509,1642,1827,1642,1827,0,115.63
청학아파트,38236,9962,6390,9962,6390,0,545.07
청학아파트,38341,7357,7627,7357,7627,0,499.47
청학중학교,38160,3494,4903,3494,4903,0,279.9
청학중학교,38161,3013,2275,3013,2275,0,176.27
청학중학교,38496,884,379,884,379,0,42.1
청학초등학교,38181,2686,3244,2686,3244,0,197.67
청학초등학교,38185,3228,2806,3228,2806,0,201.13
청학초등학교,38190,2162,2865,2162,2865,0,167.57
체육공원,90214,58,38,58,38,0,3.2
체육공원앞,35605,18,1248,18,1248,0,42.2
체육공원앞,35606,1053,25,1053,25,0,35.93
초은고등학교,89025,10675,6589,10675,6589,0,575.47
초은고등학교,89026,4609,11993,4609,11993,0,553.4
초정마을,41252,3806,2506,3806,2506,0,210.4
초정마을,41254,2197,1106,2197,1106,0,110.1
초지,43016,15,71,15,71,0,2.87
초지대교,43017,223,443,223,443,0,22.2
초지대교,43071,1571,539,1571,539,0,70.33
초지대교,43106,272,817,272,817,0,36.3
초지리,43026,87,308,87,308,0,13.17
초지리,43093,7,35,7,35,0,1.4
초지삼거리,43112,114,23,114,23,0,4.57
초지삼거리,43147,1,19,1,19,0,0.67
초지삼거리,43508,3,123,3,123,0,4.2
초지진,43024,29,77,29,77,0,3.53
초지진,43025,287,121,287,121,0,13.6
초지큰말,43260,43,1,43,1,0,1.47
초지큰말,43512,0,14,0,14,0,0.47
축현초등학교.인천시립박물관,38151,4891,3760,4891,3760,0,288.37
축현초등학교.인천시립박물관,38152,2835,4387,2835,4387,0,240.73
축협,43061,1421,1073,1408,1073,13,83.13
충렬사,43629,66,44,66,44,0,3.67
충성아파트,40117,1135,1873,1135,1873,0,100.27
치마바위,43247,8,27,8,27,0,1.17
치마바위,43646,9,4,9,4,0,0.43
카페거리,35727,69,34,67,34,2,3.43
카페거리,35728,26,203,26,203,0,7.63
칼빈매니토바국제학교,38370,2125,5109,2125,5109,0,241.13
칼빈매니토바국제학교,38435,4137,601,4137,601,0,157.93
칼빈매니토바국제학교,38500,4309,2167,4309,2167,0,215.87
캐슬해모로,39845,1283,334,1283,334,0,53.9
캐슬해모로,39846,5073,807,5073,807,0,196
캐슬해모로,39848,819,991,819,991,0,60.33
캐슬해모로,39849,1032,4309,1032,4309,0,178.03
캠퍼스타운역,38419,13465,23897,13465,23897,0,1245.4
캠퍼스타운역,38420,12920,8916,12920,8916,0,727.87
캠퍼스타운역(3번출구),38388,32,2811,32,2811,0,94.77
캠퍼스타운역(3번출구),38717,996,12,996,12,0,33.6
커넬워크,38415,2088,704,2088,704,0,93.07
커넬워크,38417,3486,3258,3486,3258,0,224.8
커넬워크,38753,63,2219,63,2219,0,76.07
커넬워크(4동),38527,452,1111,452,1111,0,52.1
컨벤시아,38372,1309,2598,1309,2598,0,130.23
코세스물류창고,89197,99,4,99,4,0,3.43
코스모스아파트,42098,278,1038,278,1038,0,43.87
코오롱더프라우,38439,30,1122,30,1122,0,38.4
코오롱아파트작전중.고.여고,41117,2974,3633,2974,3633,0,220.23
"쿠팡16,17센터",35865,478,1171,478,1171,0,54.97
쿠팡물류센터,89157,9,672,9,672,0,22.7
큐티엘,90218,18,12,18,12,0,1
크리스탈로102번길,89529,101,8,101,8,0,3.63
크리스탈로102번길,89530,13,98,13,98,0,3.7
큰말,43937,42,0,42,0,0,1.4
큰말,43938,1,18,1,18,0,0.63
큰말,43949,8,15,8,15,0,0.77
큰말,90309,1,12,1,12,0,0.43
큰무리선착장,35710,406,148,406,148,0,18.47
큰무리선착장,35712,38,458,38,458,0,16.53
큰방죽사거리,39144,2037,713,2037,713,0,91.67
큰방죽사거리,39145,295,2417,295,2417,0,90.4
큰방죽삼거리,39575,108,204,108,204,0,10.4
큰방죽삼거리,39576,64,390,64,390,0,15.13
큰산너머입구,44013,17,199,17,199,0,7.2
큰산너머입구,44014,235,32,235,32,0,8.9
킹스빌타운,41315,3123,3171,3123,3171,0,209.8
타운하우스공장.명진화학,89226,35,554,35,554,0,19.63
타운하우스공장.명진화학,89227,341,21,341,21,0,12.07
탄토마을,90378,6,15,6,15,0,0.7
탄토마을,90381,21,0,21,0,0,0.7
탑재,43115,3,67,3,67,0,2.33
탑재,43327,245,288,244,288,1,17.77
탑재,43579,247,250,247,250,0,16.57
태경아파트,38275,8504,9197,8504,9197,0,590.03
태산.대진아파트,38294,2881,2895,2881,2895,0,192.53
태산아파트,41193,7958,10931,7958,10931,0,629.63
태산아파트,42227,524,474,524,474,0,33.27
태산아파트·하나아파트,41578,1201,2452,1201,2452,0,121.77
태신보세창고,89236,90,599,90,599,0,22.97
태신보세창고,89237,2079,90,2079,90,0,72.3
태양공단,42147,3659,2568,3659,2568,0,207.57
태양공단,42148,4558,3081,4558,3081,0,254.63
태양주택,40204,8,2103,8,2103,0,70.37
태양주택,40936,2735,13,2735,13,0,91.6
태영아파트,42298,2869,2902,2869,2902,0,192.37
태영아파트,42300,3132,2515,3132,2515,0,188.23
태평1차아파트,39241,3347,481,3347,481,0,127.6
태평1차아파트,39242,324,3592,324,3592,0,130.53
태평1차아파트,39516,8927,1810,8927,1810,0,357.9
태평1차아파트,39517,1887,10165,1887,10165,0,401.73
태평2차아파트,39225,12243,3891,12243,3891,0,537.8
태평2차아파트,39518,4051,8811,4051,8811,0,428.73
태평아파트,38083,8520,6826,8520,6826,0,511.53
태평아파트,41183,1535,176,1535,176,0,57.03
태평아파트.주안한신휴플러스아파트,37180,2922,4350,2922,4350,0,242.4
태평아파트.주안한신휴플러스아파트,37183,1642,2286,1642,2286,0,130.93
태평아파트1차(A),42326,4682,13729,4682,13729,0,613.7
태평아파트1차(B),42325,13507,4681,13507,4681,0,606.27
태평아파트2차(A),42317,2902,3701,2902,3701,0,220.1
태평아파트2차(B),42318,6605,3380,6605,3380,0,332.83
태평아파트입구,39274,195,1573,195,1573,0,58.93
태평아파트입구,39276,674,234,674,234,0,30.27
태평양산업,39066,2783,528,2783,528,0,110.37
태평양인천물류센터,42012,1196,1761,1196,1761,0,98.57
태화.두진아파트,39441,8235,6395,8235,6395,0,487.67
태화두진아파트,39445,6718,7895,6718,7895,0,487.1
태화아파트,37413,4359,4236,4359,4236,0,286.5
태화아파트,37416,5717,4360,5717,4360,0,335.9
태화아파트,40545,9340,4769,9340,4769,0,470.3
태화아파트,40810,2014,56,2014,56,0,69
태화아파트,42123,2926,11060,2926,11060,0,466.2
태화아파트,42124,11177,5355,11177,5355,0,551.07
태화한진아파트,41132,4319,2484,4319,2484,0,226.77
태화한진아파트612동,41135,1400,3486,1400,3486,0,162.87
택리,43233,14,2,14,2,0,0.53
택리,43859,2,34,2,34,0,1.2
택리교회,43229,18,93,18,93,0,3.7
택리교회,43860,129,7,129,7,0,4.53
테니스장,40456,300,502,300,502,0,26.73
테일코리아,89430,712,95,712,95,0,26.9
테일코리아,89431,951,898,951,898,0,61.63
테크노파크IT센타,39726,904,3052,904,3052,0,131.87
테크노파크IT센타,39727,3465,2249,3465,2249,0,190.47
테크노파크IT센터,39938,3950,6271,3950,6271,0,340.7
테크노파크역,38421,36871,24474,36871,24474,0,2044.83
테크노파크역,38422,35613,31099,35613,31099,0,2223.73
토지금고,37114,8549,2693,8549,2693,0,374.73
토지금고,37115,3878,12371,3878,12371,0,541.63
토지금고시장,37102,17710,12581,17710,12581,0,1009.7
토지금고시장앞,37509,10565,12291,10565,12291,0,761.87
통진성당,80137,1072,308,1072,308,0,46
통진성당,80138,276,1031,276,1031,0,43.57
통진중고등학교,35073,5580,632,5580,632,0,207.07
통진중고등학교,35074,760,4909,760,4909,0,188.97
트러스(검단장애인직업재활시설),42809,552,5,552,5,0,18.57
트러스(검단장애인직업재활시설),42810,0,205,0,205,0,6.83
트레지움1단지.다니엘병원,55076,2291,983,2291,983,0,109.13
트레지움1단지.다니엘병원,55077,765,1825,765,1825,0,86.33
트루엘에코시티아파트,42047,2605,4688,2605,4688,0,243.1
트루엘에코시티아파트,89528,1755,1948,1755,1948,0,123.43
트루엘에코시티아파트(후문),42049,1881,1554,1881,1554,0,114.5
트루엘에코시티아파트(후문),42050,2068,1364,2068,1364,0,114.4
파라곤보타닉파크,89422,2473,847,2473,847,0,110.67
파라곤보타닉파크(고산터널),89395,6471,6158,6471,6158,0,420.97
파라다이스공원,43391,116,20,116,20,0,4.53
파라다이스공원,43828,4,134,4,134,0,4.6
파크골프장후문,35944,110,40,106,40,4,5
팔도주유소,40175,303,419,303,419,0,24.07
팔도주유소,40774,11014,6795,11014,6795,0,593.63
패션단지,18780,269,3,269,3,0,9.07
팬더아파트,39968,391,3,391,3,0,13.13
팬더아파트,39980,1,290,1,290,0,9.7
펜션마을,90392,1,4,1,4,0,0.17
펜션마을,90393,8,0,8,0,0,0.27
평산기공,39138,3603,8838,3603,8838,0,414.7
평전,43258,2,60,2,60,0,2.07
평화전망대,43743,34,147,34,147,0,6.03
포내교회,35874,33,2,33,2,0,1.17
포내교회,35875,3,38,3,38,0,1.37
포도마을,55039,2726,3355,2726,3355,0,202.7
포도마을사거리.현대백화점.이마트,55055,10310,9392,10310,9392,0,656.73
포도밭,43939,7,7,7,7,0,0.47
포도밭,43940,9,14,9,14,0,0.77
포레나루원시티아파트,42980,389,566,389,566,0,31.83
포레나루원시티아파트,42981,4,564,4,564,0,18.93
포레시안101동앞,39729,6111,5028,6111,5028,0,371.3
포레시안101동앞,39730,4185,3723,4185,3723,0,263.6
포스코타워앤쉐라톤호텔,38491,3087,2157,3087,2157,0,174.8
푸르지오더베뉴(3216동),89442,1003,1762,1003,1762,0,92.17
푸르지오더베뉴후문,89423,1200,2301,1200,2301,0,116.7
푸르지오더스카이,35844,5260,2575,5260,2575,0,261.17
푸르지오더스카이,35845,2635,3281,2635,3281,0,197.2
푸르지오더스카이256동,35508,142,13,142,13,0,5.17
푸르지오더스카이256동,35509,61,224,61,224,0,9.5
푸르지오월드마크,38471,9137,15071,9137,15071,0,806.93
푸르지오하버뷰,38456,232,752,232,752,0,32.8
푸르지오하버뷰,38522,1487,2936,1487,2936,0,147.43
푸른나래사거리.영종복합문화센터,35950,14,3,14,3,0,0.57
푸른나래사거리.영종복합문화센터,35951,6,2,6,2,0,0.27
풍류산,90129,0,22,0,22,0,0.73
풍류산,90130,21,0,19,0,2,0.7
풍림1단지정문,70007,2,777,2,777,0,25.97
풍림1차205동,35255,3726,7672,3726,7672,0,379.93
풍림1차205동,35256,10554,5036,10554,5036,0,519.67
풍림1차아파트,42969,13050,4457,13050,4457,0,583.57
풍림1차아파트,42970,4333,13034,4333,13034,0,578.9
풍림2.3차아파트,38350,9091,2375,9091,2375,0,382.2
풍림2단지,70010,6,1285,6,1285,0,43.03
풍림2차아파트,38049,5515,13806,5515,13806,0,644.03
풍림2차아파트,38050,7669,5774,7669,5774,0,448.1
풍림3단지정문,70003,159,102,159,102,0,8.7
풍림3차아파트,42366,8892,4918,8892,4918,0,460.33
풍림6단지,35124,2413,673,2413,673,0,102.87
풍림아이원,36114,108,1056,108,1056,0,38.8
풍림아이원,36115,6311,2210,6311,2210,0,284.03
풍림아이원,36121,3032,10027,3032,10027,0,435.3
풍림아이원,41441,3611,2216,3611,2216,0,194.23
풍림아이원1차·금호어울림아파트,42642,4992,46,4992,46,0,167.93
풍림아이원1차·금호어울림아파트,42646,14,4193,14,4193,0,140.23
풍림아이원2차아파트,42485,8843,75,8843,75,0,297.27
풍림아이원4차아파트,42645,14,6343,14,6343,0,211.9
풍림아이원8단지,35915,179,302,179,302,0,16.03
