source_date,mode,place_id,source_id,source_code,name,source_district,district,dong,admin_dong_code,latitude,longitude,coordinate_status,in_incheon
20260228,bus,bus:168000075,168000075,42075,가좌3동행정복지센터,서구,서해구,가좌3동,,37.4921659,126.6801911,valid_header_swapped,true
20260228,bus,bus:168000062,168000062,42062,가좌4동행정복지센터,서구,서해구,가좌4동,,37.4890211,126.6839893,valid_header_swapped,true
20260228,bus,bus:168000061,168000061,42061,가좌고등학교,서구,서해구,가좌3동,,37.4902353,126.6800810,valid_header_swapped,true
20260228,bus,bus:168000060,168000060,42060,가좌고등학교,서구,서해구,가좌2동,,37.4901642,126.6803868,valid_header_swapped,true
20260228,bus,bus:168000945,168000945,42945,가좌공단,서구,서해구,가좌1동,,37.4946349,126.6504233,valid_header_swapped,true
20260228,bus,bus:168000526,168000526,42526,가좌공단,서구,서해구,가좌1동,,37.4944656,126.6496927,valid_header_swapped,true
20260228,bus,bus:168000057,168000057,42057,가좌교회,서구,서해구,가좌2동,,37.4887287,126.6826488,valid_header_swapped,true
20260228,bus,bus:168000055,168000055,42055,가좌교회,서구,서해구,가좌4동,,37.4883057,126.6821557,valid_header_swapped,true
20260228,bus,bus:168000029,168000029,42029,가좌녹지공원,서구,서해구,가좌4동,,37.4822697,126.6865719,valid_header_swapped,true
20260228,bus,bus:168000030,168000030,42030,가좌녹지공원,서구,서해구,가좌4동,,37.4822136,126.6861563,valid_header_swapped,true
20260228,bus,bus:168000066,168000066,42066,가좌농협,서구,서해구,가좌1동,,37.4937511,126.6716291,valid_header_swapped,true
20260228,bus,bus:168000067,168000067,42067,가좌농협,서구,서해구,가좌1동,,37.4938692,126.6714437,valid_header_swapped,true
